TransactionID,ProductCD,TransactionAmt,card_no,card_type,isFraud
523,ProductB,925.15,1882XXXX5761,Mastercard,0
524,ProductC,971.35,6867XXXX7963,Visa,0
525,ProductB,944.82,8166XXXX8929,Visa,0
526,ProductC,479.47,6347XXXX8269,Amex,0
527,ProductC,863.42,9125XXXX3454,Mastercard,0
528,ProductB,846.1,5494XXXX2946,Amex,0
529,ProductB,325.91,3808XXXX7642,Mastercard,0
530,ProductB,830.63,4825XXXX4536,Amex,0
531,ProductA,46.64,7068XXXX4802,Mastercard,0
532,ProductD,600.31,5699XXXX2970,Amex,0
533,ProductA,237.71,6806XXXX7142,Visa,0
534,ProductA,129.36,3819XXXX1364,Mastercard,0
535,ProductC,86.18,5258XXXX4119,Mastercard,0
536,ProductB,699.33,2863XXXX1115,Visa,0
537,ProductD,346.48,8084XXXX9016,Amex,0
538,ProductC,727.52,3384XXXX4935,Mastercard,0
539,ProductA,74.7,8742XXXX6442,Mastercard,0
540,ProductB,322.14,3490XXXX7980,Amex,0
541,ProductC,544.1,8661XXXX2724,Visa,0
542,ProductB,792.82,9182XXXX3767,Amex,0
543,ProductC,325.56,2137XXXX5117,Amex,0
544,ProductB,629.63,4420XXXX6845,Amex,0
545,ProductA,887.12,5778XXXX4906,Mastercard,0
546,ProductD,619.7,4637XXXX3953,Visa,0
547,ProductA,240.63,6929XXXX1276,Visa,0
548,ProductD,34.16,2999XXXX2227,Amex,0
549,ProductB,871.4,7337XXXX4735,Mastercard,0
550,ProductC,31.06,1695XXXX5152,Amex,0
551,ProductA,875.95,8901XXXX8470,Mastercard,0
552,ProductD,533.65,8537XXXX3841,Mastercard,0
553,ProductA,939.68,5208XXXX9733,Mastercard,0
554,ProductD,800.8,2088XXXX4363,Mastercard,0
555,ProductA,997.95,1024XXXX7144,Visa,0
556,ProductD,357.2,6668XXXX5236,Mastercard,0
557,ProductD,769.52,9068XXXX3235,Mastercard,0
558,ProductB,407.91,8295XXXX9392,Amex,0
559,ProductD,485.08,9448XXXX4747,Amex,0
560,ProductB,631.23,4175XXXX5897,Visa,0
561,ProductD,874.94,6037XXXX8427,Amex,0
562,ProductC,984.24,9605XXXX3014,Mastercard,0
563,ProductC,770.59,2381XXXX2098,Amex,0
564,ProductC,423.59,4426XXXX4655,Visa,0
565,ProductD,427.14,8938XXXX1187,Amex,0
566,ProductB,740.21,6409XXXX3092,Amex,0
567,ProductB,246.39,3130XXXX6242,Visa,0
568,ProductD,119.37,9549XXXX6647,Visa,0
569,ProductC,361.08,6185XXXX6776,Mastercard,0
570,ProductC,294.37,8913XXXX8547,Amex,0
571,ProductB,303.35,8823XXXX8355,Mastercard,0
572,ProductC,241.27,7465XXXX2497,Amex,0
573,ProductA,51.67,3555XXXX6409,Amex,0
574,ProductB,27.7,3951XXXX2238,Mastercard,0
575,ProductC,987.85,5727XXXX4965,Amex,0
576,ProductB,433.5,6686XXXX4701,Amex,0
577,ProductA,390.48,3780XXXX8398,Amex,0
578,ProductB,682.85,2588XXXX3368,Visa,0
579,ProductB,226.07,6789XXXX1436,Mastercard,0
580,ProductB,950.46,3828XXXX2556,Visa,0
581,ProductB,788.48,8570XXXX8480,Mastercard,0
582,ProductA,98.52,1182XXXX8190,Mastercard,0
583,ProductD,423.4,7687XXXX6565,Amex,0
584,ProductB,880.33,8241XXXX8651,Mastercard,0
585,ProductB,945.28,6575XXXX2589,Visa,0
586,ProductC,472.73,9851XXXX1159,Visa,0
587,ProductB,617.28,7555XXXX9244,Visa,0
588,ProductC,175.36,7846XXXX3307,Mastercard,0
589,ProductD,991.26,2228XXXX8226,Visa,0
590,ProductA,239.35,6590XXXX7919,Mastercard,0
591,ProductA,943.3,6585XXXX7046,Visa,0
592,ProductD,653.15,5945XXXX8927,Visa,0
593,ProductA,611.66,8016XXXX8758,Mastercard,0
594,ProductD,517.56,6086XXXX8161,Visa,0
595,ProductD,238.36,2884XXXX2809,Amex,0
596,ProductD,184.76,4167XXXX7352,Mastercard,0
597,ProductA,228.28,7056XXXX3437,Mastercard,0
598,ProductC,194.57,7468XXXX6951,Mastercard,0
599,ProductD,781.79,6276XXXX9859,Amex,0
600,ProductB,356.62,8818XXXX5728,Mastercard,0
601,ProductA,67.26,3624XXXX6738,Visa,0
602,ProductD,969.41,5232XXXX6793,Visa,0
603,ProductD,884.95,5523XXXX6571,Visa,0
604,ProductB,928.47,3224XXXX9389,Mastercard,0
605,ProductC,994.96,7091XXXX9662,Visa,0
606,ProductC,182.16,7361XXXX2948,Mastercard,0
607,ProductC,402.28,8094XXXX7318,Visa,0
608,ProductD,760.66,4796XXXX1234,Amex,0
609,ProductD,699.06,4607XXXX9043,Amex,0
610,ProductD,162.36,1522XXXX6904,Amex,0
611,ProductA,817.67,5888XXXX6832,Amex,0
612,ProductB,232.2,8122XXXX6842,Mastercard,0
613,ProductD,231.58,2316XXXX2124,Visa,0
614,ProductB,541.6,6621XXXX6423,Amex,0
615,ProductB,597.01,3587XXXX6672,Mastercard,0
616,ProductC,584.29,2378XXXX4374,Amex,0
617,ProductA,100.57,2519XXXX6777,Amex,0
618,ProductD,878.69,8935XXXX7093,Mastercard,0
619,ProductC,272.94,9418XXXX6355,Mastercard,0
620,ProductC,138.22,5968XXXX6574,Visa,0
621,ProductD,889.86,5072XXXX3257,Visa,0
622,ProductB,956.09,9588XXXX5424,Amex,0
623,ProductC,863.51,4237XXXX4893,Amex,0
624,ProductB,811.42,3005XXXX3016,Visa,0
625,ProductA,658.69,2772XXXX9353,Visa,0
626,ProductB,555.35,4976XXXX2751,Mastercard,0
627,ProductA,96.12,9967XXXX8430,Visa,0
628,ProductB,414.37,8170XXXX7469,Visa,0
629,ProductC,378.96,4220XXXX1539,Amex,0
630,ProductC,267.16,2461XXXX6184,Visa,0
631,ProductA,726.19,9547XXXX1234,Amex,0
632,ProductD,500.92,2548XXXX8480,Visa,0
633,ProductA,90.24,5213XXXX2673,Mastercard,0
634,ProductA,227.98,7708XXXX8982,Visa,0
635,ProductB,686.43,3100XXXX4748,Visa,0
636,ProductB,85.37,4173XXXX2815,Visa,0
637,ProductA,852.69,4841XXXX9016,Amex,0
638,ProductC,500.2,8011XXXX5493,Mastercard,0
639,ProductB,485.78,1674XXXX9088,Visa,0
640,ProductD,596.48,9578XXXX3158,Amex,0
641,ProductB,826.43,3661XXXX3064,Mastercard,0
642,ProductB,354.33,4253XXXX5979,Amex,0
643,ProductD,681.24,8703XXXX9931,Amex,0
644,ProductA,570.07,2401XXXX4259,Mastercard,0
645,ProductD,274.36,4923XXXX5214,Visa,0
646,ProductA,879.84,4227XXXX3745,Amex,0
647,ProductA,799.45,7091XXXX4866,Amex,0
648,ProductA,661.87,6818XXXX3222,Visa,0
649,ProductD,852.08,3792XXXX5063,Visa,0
650,ProductA,868.62,2524XXXX9224,Mastercard,0
651,ProductC,711.28,7198XXXX5025,Mastercard,0
652,ProductD,838.64,3566XXXX3803,Mastercard,0
653,ProductC,700.5,4709XXXX7155,Visa,0
654,ProductA,683.34,1719XXXX7516,Amex,1
655,ProductB,622.43,5579XXXX1972,Amex,0
656,ProductA,755.19,4718XXXX8395,Mastercard,0
657,ProductC,167.02,5402XXXX5552,Visa,0
658,ProductC,882.06,3207XXXX5426,Amex,0
659,ProductD,873.13,7919XXXX9835,Mastercard,0
660,ProductB,38.95,9386XXXX9680,Amex,0
661,ProductD,827.56,3204XXXX6345,Amex,0
662,ProductC,137.58,4276XXXX2102,Visa,0
663,ProductA,341.77,6243XXXX7614,Visa,0
664,ProductB,746.07,9707XXXX6223,Amex,0
665,ProductA,169.15,9584XXXX1630,Mastercard,0
666,ProductA,819.79,7683XXXX1277,Visa,0
667,ProductB,833.81,1232XXXX6690,Amex,0
668,ProductD,512.39,8659XXXX1025,Visa,0
669,ProductA,16.32,8468XXXX7410,Visa,0
670,ProductC,294.17,9652XXXX4764,Visa,0
671,ProductA,620.76,7599XXXX6102,Amex,0
672,ProductB,981.37,8006XXXX4483,Mastercard,0
673,ProductB,635.5,2994XXXX9682,Mastercard,0
674,ProductB,267.21,2072XXXX7707,Mastercard,0
675,ProductD,637.67,1215XXXX8605,Visa,0
676,ProductA,544.59,3606XXXX9350,Amex,0
677,ProductD,782.05,5781XXXX4313,Visa,0
678,ProductD,115.91,8763XXXX6939,Mastercard,0
679,ProductB,763.42,3295XXXX6685,Mastercard,0
680,ProductB,545.85,2696XXXX2946,Amex,0
681,ProductD,963.36,3783XXXX4644,Visa,0
682,ProductA,348.45,6241XXXX7420,Mastercard,0
683,ProductC,636.3,8557XXXX3645,Amex,0
684,ProductD,932.71,7589XXXX7353,Visa,0
685,ProductA,111.48,2932XXXX2757,Visa,0
686,ProductB,937.86,6085XXXX6637,Mastercard,0
687,ProductB,691.01,2116XXXX1492,Mastercard,0
688,ProductA,77.16,9811XXXX8888,Visa,0
689,ProductC,307.95,7474XXXX5958,Visa,0
690,ProductB,711.09,3743XXXX8866,Mastercard,0
691,ProductB,76.68,8160XXXX6451,Visa,0
692,ProductB,586.35,6258XXXX9548,Mastercard,0
693,ProductA,352.42,8186XXXX7102,Visa,0
694,ProductD,624.71,1619XXXX1882,Mastercard,0
695,ProductB,55.28,9988XXXX4642,Amex,0
696,ProductD,872.82,2296XXXX9436,Mastercard,0
697,ProductC,973.75,3895XXXX7593,Mastercard,0
698,ProductB,969.19,1929XXXX6366,Amex,0
699,ProductB,752.16,9711XXXX4212,Visa,0
700,ProductC,138.79,3409XXXX9199,Amex,0
701,ProductB,760.68,4423XXXX7976,Mastercard,0
702,ProductD,34.34,8594XXXX6158,Visa,0
703,ProductA,31.9,4667XXXX6973,Amex,0
704,ProductD,330.37,7236XXXX9277,Visa,0
705,ProductA,493.76,3468XXXX7217,Visa,0
706,ProductA,772.7,4619XXXX2636,Amex,0
707,ProductD,686.46,9155XXXX4583,Visa,0
708,ProductD,451.44,5009XXXX4326,Amex,0
709,ProductD,280.89,9148XXXX3217,Mastercard,0
710,ProductD,997.15,5967XXXX3369,Visa,0
711,ProductC,431.92,4638XXXX6722,Mastercard,0
712,ProductB,456.87,5444XXXX8618,Mastercard,0
713,ProductA,171.99,4947XXXX2676,Visa,0
714,ProductD,796.86,2196XXXX3787,Amex,0
715,ProductD,696.75,8432XXXX8927,Visa,0
716,ProductD,228.56,4318XXXX9858,Mastercard,0
717,ProductC,91.56,7689XXXX3176,Mastercard,0
718,ProductD,683.69,4743XXXX9792,Amex,0
719,ProductD,657.97,5422XXXX4824,Visa,0
720,ProductD,280.53,3451XXXX1628,Mastercard,0
721,ProductB,951.35,8778XXXX4696,Mastercard,0
722,ProductC,159.55,4674XXXX4929,Mastercard,0
723,ProductD,438.01,3765XXXX5369,Amex,0
724,ProductA,944.18,9307XXXX5956,Mastercard,0
725,ProductA,425.53,1692XXXX4162,Mastercard,0
726,ProductA,642.14,2105XXXX4008,Visa,0
727,ProductC,403.62,3161XXXX9345,Visa,0
728,ProductC,281.47,4699XXXX4786,Mastercard,0
729,ProductA,984.14,5200XXXX2913,Mastercard,0
730,ProductD,415.24,6520XXXX2772,Visa,0
731,ProductC,895.16,3780XXXX8423,Amex,0
732,ProductA,237.66,3871XXXX1660,Amex,0
733,ProductA,220.97,7242XXXX2132,Amex,0
734,ProductD,40.82,1699XXXX8470,Amex,0
735,ProductB,655.15,7297XXXX8812,Amex,0
736,ProductC,374.84,5557XXXX3179,Amex,0
737,ProductD,865.71,9275XXXX2422,Amex,0
738,ProductA,478.48,4180XXXX5316,Amex,0
739,ProductA,968.51,7696XXXX1614,Visa,0
740,ProductD,193.67,5570XXXX1270,Amex,0
741,ProductC,869.94,3468XXXX4607,Amex,0
742,ProductB,778.83,4075XXXX1289,Amex,0
743,ProductB,773.21,9120XXXX7614,Mastercard,0
744,ProductA,846.34,4252XXXX8415,Visa,1
745,ProductC,763.41,7771XXXX1278,Visa,0
746,ProductB,629.96,1580XXXX5958,Visa,0
747,ProductC,139.93,9445XXXX5276,Amex,0
748,ProductC,42.2,8997XXXX5776,Amex,0
749,ProductA,921.64,1824XXXX4832,Mastercard,0
750,ProductB,620.48,9891XXXX6445,Visa,0
751,ProductD,798.57,2380XXXX7534,Amex,0
752,ProductA,486.71,4156XXXX5307,Visa,0
753,ProductB,126.14,6634XXXX9575,Mastercard,0
754,ProductB,133.93,6810XXXX9533,Mastercard,0
755,ProductB,688.71,6934XXXX4109,Mastercard,0
756,ProductB,436.0,5082XXXX4240,Visa,0
757,ProductB,208.52,7028XXXX2849,Amex,0
758,ProductC,496.68,9497XXXX3749,Amex,0
759,ProductA,73.57,7680XXXX1205,Mastercard,0
760,ProductC,586.15,8352XXXX5591,Amex,0
761,ProductD,276.3,4450XXXX8214,Mastercard,1
762,ProductB,799.58,4811XXXX6141,Visa,0
763,ProductA,317.26,9501XXXX3708,Mastercard,0
764,ProductB,460.67,2991XXXX9463,Visa,0
765,ProductA,21.5,4273XXXX5538,Mastercard,0
766,ProductC,81.72,9712XXXX4722,Amex,0
767,ProductA,398.57,4551XXXX3832,Amex,0
768,ProductD,485.14,6679XXXX7579,Mastercard,0
769,ProductD,604.02,1152XXXX6754,Amex,0
770,ProductA,298.75,3800XXXX6310,Amex,0
771,ProductA,698.03,3610XXXX2104,Amex,0
772,ProductA,861.52,8361XXXX5199,Visa,0
773,ProductA,782.05,4854XXXX8263,Amex,0
774,ProductD,49.22,2914XXXX8365,Visa,0
775,ProductB,485.7,4072XXXX1406,Mastercard,0
776,ProductA,113.88,1166XXXX1508,Amex,0
777,ProductA,249.62,2661XXXX4664,Amex,0
778,ProductD,986.8,4489XXXX1680,Amex,0
779,ProductD,151.07,3524XXXX3120,Mastercard,0
780,ProductC,503.9,6260XXXX5357,Visa,0
781,ProductA,621.97,2363XXXX3292,Visa,0
782,ProductC,705.44,2538XXXX4408,Amex,0
783,ProductD,564.05,8742XXXX9752,Mastercard,0
784,ProductD,19.67,2903XXXX1174,Mastercard,0
785,ProductB,333.2,3230XXXX5287,Mastercard,0
786,ProductA,522.53,5160XXXX8106,Mastercard,0
787,ProductC,96.99,4171XXXX2567,Mastercard,0
788,ProductD,357.12,2151XXXX8619,Visa,0
789,ProductD,42.87,7033XXXX9560,Visa,0
790,ProductC,87.79,5946XXXX9234,Visa,0
791,ProductB,402.95,2907XXXX4490,Amex,0
792,ProductD,141.39,3535XXXX5173,Mastercard,0
793,ProductA,571.87,2293XXXX5769,Amex,0
794,ProductD,692.57,5796XXXX7871,Mastercard,0
795,ProductA,802.58,3972XXXX4922,Visa,0
796,ProductC,208.15,5997XXXX8032,Amex,0
797,ProductA,175.81,1992XXXX9112,Visa,0
798,ProductC,113.52,6287XXXX3240,Mastercard,0
799,ProductA,640.07,2476XXXX7426,Mastercard,0
800,ProductC,709.41,1389XXXX1999,Mastercard,0
801,ProductA,41.27,2855XXXX9125,Visa,0
802,ProductB,936.85,9850XXXX3763,Mastercard,0
803,ProductA,61.45,4663XXXX5986,Visa,0
804,ProductA,545.88,2481XXXX8256,Amex,0
805,ProductB,711.97,4731XXXX8262,Mastercard,0
806,ProductD,872.26,1451XXXX4093,Mastercard,0
807,ProductD,716.95,1882XXXX5408,Mastercard,0
808,ProductA,803.71,5068XXXX4277,Amex,0
809,ProductB,346.06,9566XXXX8951,Mastercard,0
810,ProductA,816.68,5690XXXX5595,Visa,0
811,ProductC,89.31,5559XXXX8291,Visa,0
812,ProductC,895.87,9160XXXX1112,Mastercard,0
813,ProductA,552.12,6131XXXX4197,Mastercard,0
814,ProductD,819.12,1139XXXX2424,Amex,0
815,ProductD,457.8,3949XXXX4168,Amex,0
816,ProductA,647.14,9708XXXX7043,Amex,0
817,ProductA,531.14,7989XXXX8236,Mastercard,0
818,ProductC,734.27,7261XXXX1887,Amex,0
819,ProductD,90.81,4104XXXX1049,Amex,0
820,ProductA,69.75,4951XXXX4560,Visa,0
821,ProductC,254.63,1018XXXX5821,Amex,0
822,ProductD,167.95,7340XXXX9058,Visa,0
823,ProductB,873.07,3606XXXX8846,Visa,0
824,ProductC,227.02,9643XXXX7432,Amex,0
825,ProductD,976.11,4765XXXX3438,Visa,0
826,ProductD,343.53,7358XXXX9319,Mastercard,0
827,ProductC,190.3,6941XXXX8644,Mastercard,0
828,ProductB,791.8,5855XXXX7547,Amex,0
829,ProductC,662.12,8196XXXX6911,Mastercard,0
830,ProductD,503.21,7481XXXX3761,Visa,0
831,ProductA,559.81,5456XXXX7361,Mastercard,0
832,ProductA,722.01,6693XXXX6788,Amex,0
833,ProductC,236.17,1201XXXX7160,Amex,0
834,ProductD,996.37,1517XXXX8737,Visa,0
835,ProductA,975.05,2988XXXX4802,Amex,0
836,ProductD,653.82,6808XXXX8162,Mastercard,0
837,ProductC,207.55,7241XXXX9399,Amex,0
838,ProductA,683.43,6633XXXX6755,Visa,0
839,ProductD,81.48,7309XXXX5117,Amex,0
840,ProductA,40.35,9345XXXX2518,Mastercard,0
841,ProductC,265.11,7163XXXX3600,Visa,0
842,ProductD,468.0,3195XXXX4554,Mastercard,0
843,ProductA,869.59,3849XXXX2742,Visa,0
844,ProductC,729.9,2306XXXX4849,Amex,0
845,ProductA,745.28,8519XXXX5195,Visa,0
846,ProductA,431.24,6178XXXX3555,Visa,0
847,ProductB,352.48,3305XXXX8619,Amex,0
848,ProductB,377.33,3642XXXX7409,Mastercard,0
849,ProductC,987.77,5757XXXX3994,Amex,0
850,ProductB,49.71,9751XXXX2271,Visa,0
851,ProductC,868.36,2813XXXX9801,Amex,0
852,ProductB,582.89,3461XXXX5120,Visa,0
853,ProductA,444.23,7124XXXX9475,Amex,0
854,ProductC,728.01,5396XXXX1816,Amex,0
855,ProductC,491.8,8304XXXX8331,Mastercard,0
856,ProductA,874.69,1082XXXX2920,Visa,0
857,ProductC,901.69,8817XXXX3093,Mastercard,0
858,ProductC,427.5,8071XXXX8967,Visa,0
859,ProductB,284.06,9367XXXX6285,Amex,0
860,ProductC,596.43,5937XXXX1369,Visa,0
861,ProductD,913.24,2818XXXX3101,Mastercard,0
862,ProductA,218.56,4490XXXX2779,Mastercard,0
863,ProductB,626.74,8674XXXX2364,Mastercard,0
864,ProductB,635.24,8294XXXX4676,Visa,0
865,ProductD,735.78,3426XXXX9264,Mastercard,0
866,ProductA,140.25,9089XXXX3962,Mastercard,0
867,ProductA,718.67,1859XXXX5138,Mastercard,0
868,ProductB,909.94,3424XXXX5017,Amex,0
869,ProductC,187.89,9560XXXX9342,Amex,0
870,ProductB,245.17,2134XXXX6166,Visa,0
871,ProductA,971.68,6119XXXX6694,Visa,0
872,ProductD,189.17,7136XXXX6485,Mastercard,0
873,ProductB,855.84,5164XXXX3346,Amex,0
874,ProductA,497.36,6039XXXX5897,Mastercard,0
875,ProductB,254.76,9252XXXX6041,Mastercard,0
876,ProductC,872.04,4901XXXX2337,Amex,0
877,ProductB,450.85,2184XXXX5426,Amex,0
878,ProductB,519.67,2551XXXX2629,Amex,0
879,ProductA,365.64,2526XXXX2361,Visa,0
880,ProductA,597.02,5370XXXX6283,Visa,0
881,ProductA,171.89,8610XXXX2993,Mastercard,0
882,ProductB,397.17,1869XXXX2014,Visa,0
883,ProductC,969.72,1602XXXX1690,Amex,0
884,ProductD,265.55,9685XXXX1489,Amex,0
885,ProductD,660.17,7864XXXX8240,Visa,0
886,ProductA,331.94,8786XXXX9024,Mastercard,0
887,ProductA,775.74,1294XXXX6488,Mastercard,0
888,ProductB,139.56,5027XXXX3912,Visa,0
889,ProductD,970.12,5744XXXX2873,Mastercard,0
890,ProductA,459.25,4258XXXX3817,Mastercard,0
891,ProductC,243.69,9636XXXX4641,Mastercard,0
892,ProductC,82.76,5458XXXX6307,Amex,0
893,ProductA,178.06,9933XXXX3041,Amex,0
894,ProductA,524.58,1679XXXX6738,Visa,0
895,ProductD,343.63,6668XXXX8697,Amex,0
896,ProductD,830.59,9033XXXX1062,Mastercard,0
897,ProductB,436.58,8829XXXX8352,Amex,0
898,ProductD,256.23,7915XXXX9326,Visa,0
899,ProductC,620.97,4644XXXX5970,Amex,0
900,ProductC,709.71,9003XXXX4278,Mastercard,0
901,ProductA,175.37,8296XXXX4074,Mastercard,0
902,ProductD,175.94,9312XXXX8552,Visa,0
903,ProductB,46.3,2637XXXX6103,Amex,0
904,ProductC,739.04,1644XXXX3032,Amex,0
905,ProductC,667.17,3761XXXX3068,Amex,0
906,ProductB,479.88,1241XXXX3668,Mastercard,0
907,ProductB,845.73,1802XXXX6059,Visa,0
908,ProductC,807.61,1195XXXX3187,Amex,0
909,ProductC,589.5,3330XXXX5841,Mastercard,0
910,ProductB,869.59,4606XXXX9468,Mastercard,0
911,ProductC,213.78,1060XXXX4927,Mastercard,0
912,ProductA,120.8,7296XXXX3591,Amex,0
913,ProductA,277.05,9758XXXX7121,Amex,0
914,ProductB,66.52,2200XXXX3854,Amex,0
915,ProductD,535.86,8024XXXX7972,Amex,0
916,ProductB,937.24,1136XXXX2029,Amex,0
917,ProductB,48.95,3594XXXX8206,Amex,0
918,ProductD,130.89,1661XXXX3472,Amex,0
919,ProductD,457.68,1086XXXX7219,Amex,0
920,ProductD,934.54,9143XXXX7968,Amex,0
921,ProductA,322.99,3773XXXX2700,Mastercard,0
922,ProductC,512.16,3700XXXX7815,Amex,0
923,ProductA,51.16,2647XXXX7038,Visa,0
924,ProductC,156.86,6164XXXX6520,Mastercard,0
925,ProductA,986.76,4687XXXX1596,Amex,0
926,ProductC,965.47,5545XXXX9676,Visa,0
927,ProductA,14.89,9837XXXX5757,Amex,0
928,ProductD,952.29,5384XXXX9912,Visa,0
929,ProductB,642.73,5733XXXX8081,Visa,0
930,ProductA,869.24,9690XXXX8117,Visa,0
931,ProductC,460.19,5729XXXX2673,Visa,0
932,ProductD,520.44,9306XXXX8178,Mastercard,0
933,ProductA,493.96,3294XXXX4630,Mastercard,0
934,ProductA,670.2,1146XXXX4453,Visa,0
935,ProductD,148.25,5507XXXX6783,Amex,0
936,ProductA,39.67,8751XXXX6628,Visa,0
937,ProductB,314.85,9328XXXX4360,Mastercard,0
938,ProductA,707.63,4005XXXX4552,Amex,0
939,ProductB,209.83,1018XXXX3242,Mastercard,0
940,ProductB,676.7,7318XXXX6097,Mastercard,0
941,ProductD,970.21,9640XXXX2948,Amex,0
942,ProductA,102.96,6618XXXX5236,Visa,0
943,ProductD,675.88,7901XXXX2920,Visa,0
944,ProductA,449.31,5188XXXX1238,Visa,0
945,ProductA,869.46,1204XXXX6552,Visa,0
946,ProductC,185.38,5927XXXX5390,Amex,0
947,ProductA,695.7,3687XXXX5951,Amex,0
948,ProductD,839.73,7160XXXX6388,Amex,0
949,ProductB,945.17,6126XXXX1816,Mastercard,0
950,ProductA,686.42,1192XXXX2776,Amex,0
951,ProductC,502.2,4645XXXX7314,Visa,0
952,ProductD,621.67,9442XXXX2788,Mastercard,0
953,ProductA,870.22,8374XXXX4700,Visa,0
954,ProductD,574.9,4893XXXX7811,Visa,0
955,ProductC,40.08,3679XXXX4904,Amex,0
956,ProductC,931.64,8260XXXX1504,Amex,0
957,ProductD,692.63,7773XXXX4816,Visa,0
958,ProductA,679.75,1717XXXX5434,Visa,0
959,ProductB,223.52,1658XXXX6057,Mastercard,0
960,ProductC,662.3,5008XXXX5994,Amex,0
961,ProductA,399.93,5234XXXX4764,Mastercard,0
962,ProductA,654.72,5637XXXX3104,Mastercard,0
963,ProductB,115.53,7801XXXX9575,Mastercard,0
964,ProductC,661.27,3607XXXX9385,Visa,0
965,ProductC,999.42,4719XXXX3581,Mastercard,0
966,ProductA,57.73,3565XXXX3763,Mastercard,0
967,ProductA,977.4,7328XXXX6991,Visa,0
968,ProductB,412.84,4406XXXX9923,Amex,0
969,ProductB,872.05,5780XXXX5177,Amex,0
970,ProductC,784.56,7476XXXX3604,Mastercard,0
971,ProductD,571.35,9181XXXX3382,Visa,0
972,ProductC,741.06,1531XXXX7079,Amex,0
973,ProductA,879.73,1634XXXX1002,Mastercard,0
974,ProductC,410.1,9397XXXX6951,Mastercard,0
975,ProductD,333.76,6626XXXX8739,Visa,0
976,ProductB,670.92,7003XXXX3890,Mastercard,0
977,ProductD,809.77,7239XXXX9026,Amex,0
978,ProductD,764.66,4306XXXX1897,Visa,0
979,ProductD,799.84,1670XXXX8291,Amex,0
980,ProductB,441.23,2505XXXX7460,Amex,0
981,ProductD,819.66,6167XXXX6255,Amex,0
982,ProductD,129.01,1249XXXX7457,Mastercard,0
983,ProductD,549.04,2892XXXX4439,Mastercard,0
984,ProductA,15.7,3854XXXX4792,Amex,0
985,ProductD,331.34,6330XXXX8871,Amex,0
986,ProductB,372.8,9235XXXX4612,Visa,0
987,ProductD,402.21,3618XXXX5678,Visa,0
988,ProductD,698.51,4163XXXX3942,Mastercard,0
989,ProductB,394.67,9411XXXX2925,Mastercard,0
990,ProductD,454.21,3972XXXX1990,Visa,0
991,ProductB,245.17,2812XXXX9995,Amex,0
992,ProductD,379.52,1489XXXX6876,Mastercard,0
993,ProductB,235.0,4645XXXX8081,Amex,0
994,ProductD,82.46,3891XXXX4516,Visa,0
995,ProductD,607.41,4340XXXX7410,Mastercard,0
996,ProductA,671.53,1053XXXX3575,Mastercard,0
997,ProductA,623.3,1615XXXX6944,Visa,0
998,ProductD,468.86,8404XXXX1954,Mastercard,0
999,ProductD,385.99,2629XXXX7859,Visa,0
1000,ProductC,864.7,9841XXXX4278,Mastercard,0
